state,district,year_month,age_0_5,age_5_17,age_18_greater,total_enrolment
Jharkhand,Pakur,2025-06,501,590,16,1107
Jharkhand,Pakur,2025-07,994,1023,11,2028
Jharkhand,Pakur,2025-09,1005,662,5,1672
Jharkhand,Pakur,2025-10,229,106,1,336
Jharkhand,Pakur,2025-11,469,106,1,576
Jharkhand,Pakur,2025-12,194,49,0,243
Jharkhand,Palamau,2025-09,78,23,0,101
Jharkhand,Palamau,2025-10,21,8,0,29
Jharkhand,Palamau,2025-11,96,21,0,117
Jharkhand,Palamau,2025-12,25,14,0,39
Jharkhand,Palamu,2025-09,1933,642,18,2593
Jharkhand,Palamu,2025-10,984,295,4,1283
Jharkhand,Palamu,2025-11,2473,764,27,3264
Jharkhand,Palamu,2025-12,1158,293,15,1466
Jharkhand,Pashchimi Singhbhum,2025-09,91,96,1,188
Jharkhand,Pashchimi Singhbhum,2025-10,69,50,0,119
Jharkhand,Pashchimi Singhbhum,2025-11,124,70,0,194
Jharkhand,Pashchimi Singhbhum,2025-12,62,36,0,98
Jharkhand,Purbi Singhbhum,2025-09,271,70,0,341
Jharkhand,Purbi Singhbhum,2025-10,209,36,0,245
Jharkhand,Purbi Singhbhum,2025-11,228,47,0,275
Jharkhand,Purbi Singhbhum,2025-12,106,19,0,125
Jharkhand,Ramgarh,2025-09,581,392,4,977
Jharkhand,Ramgarh,2025-10,391,223,1,615
Jharkhand,Ramgarh,2025-11,632,296,6,934
Jharkhand,Ramgarh,2025-12,298,155,0,453
Jharkhand,Ranchi,2025-04,552,481,87,1120
Jharkhand,Ranchi,2025-06,259,273,34,566
Jharkhand,Ranchi,2025-07,792,682,121,1595
Jharkhand,Ranchi,2025-09,1954,1079,8,3041
Jharkhand,Ranchi,2025-10,1394,687,26,2107
Jharkhand,Ranchi,2025-11,3402,1083,7,4492
Jharkhand,Ranchi,2025-12,965,328,51,1344
Jharkhand,Sahebganj,2025-09,977,893,9,1879
Jharkhand,Sahebganj,2025-10,591,402,1,994
Jharkhand,Sahebganj,2025-11,1386,1075,2,2463
Jharkhand,Sahebganj,2025-12,682,300,3,985
Jharkhand,Sahibganj,2025-09,53,68,0,121
Jharkhand,Sahibganj,2025-10,52,35,0,87
Jharkhand,Sahibganj,2025-11,65,67,0,132
Jharkhand,Sahibganj,2025-12,17,8,0,25
Jharkhand,Seraikela-Kharsawan,2025-09,671,337,3,1011
Jharkhand,Seraikela-Kharsawan,2025-10,444,189,19,652
Jharkhand,Seraikela-Kharsawan,2025-11,735,286,4,1025
Jharkhand,Seraikela-Kharsawan,2025-12,548,149,4,701
Jharkhand,Seraikela-kharsawan,2025-09,149,99,0,248
Jharkhand,Seraikela-kharsawan,2025-10,103,53,0,156
Jharkhand,Seraikela-kharsawan,2025-11,194,109,0,303
Jharkhand,Seraikela-kharsawan,2025-12,99,55,0,154
Jharkhand,Simdega,2025-09,622,288,0,910
Jharkhand,Simdega,2025-10,286,97,0,383
Jharkhand,Simdega,2025-11,353,148,13,514
Jharkhand,Simdega,2025-12,211,61,0,272
Jharkhand,West Singhbhum,2025-07,320,440,16,776
Jharkhand,West Singhbhum,2025-09,1122,579,12,1713
Jharkhand,West Singhbhum,2025-10,811,503,8,1322
Jharkhand,West Singhbhum,2025-11,1189,691,8,1888
Jharkhand,West Singhbhum,2025-12,769,376,4,1149
Karnataka,Bagalkot,2025-09,2055,384,34,2473
Karnataka,Bagalkot,2025-10,1080,189,7,1276
Karnataka,Bagalkot,2025-11,1289,192,30,1511
Karnataka,Bagalkot,2025-12,1734,135,13,1882
Karnataka,Bagalkot *,2025-09,77,8,0,85
Karnataka,Bagalkot *,2025-10,51,6,0,57
Karnataka,Bagalkot *,2025-11,53,7,0,60
Karnataka,Bagalkot *,2025-12,37,10,0,47
Karnataka,Ballari,2025-09,893,114,24,1031
Karnataka,Ballari,2025-10,425,52,6,483
Karnataka,Ballari,2025-11,618,53,24,695
Karnataka,Ballari,2025-12,514,48,10,572
Karnataka,Bangalore,2025-09,1661,354,1,2016
Karnataka,Bangalore,2025-10,1218,318,2,1538
Karnataka,Bangalore,2025-11,1649,346,0,1995
Karnataka,Bangalore,2025-12,1248,218,1,1467
Karnataka,Bangalore Rural,2025-05,176,35,29,240
Karnataka,Bangalore Rural,2025-09,568,62,27,657
Karnataka,Bangalore Rural,2025-10,413,52,31,496
Karnataka,Bangalore Rural,2025-11,524,61,37,622
Karnataka,Bangalore Rural,2025-12,570,57,2,629
Karnataka,Belagavi,2025-09,2418,254,25,2697
Karnataka,Belagavi,2025-10,1387,134,30,1551
Karnataka,Belagavi,2025-11,1806,125,58,1989
Karnataka,Belagavi,2025-12,1452,109,7,1568
Karnataka,Belgaum,2025-09,2097,363,1,2461
Karnataka,Belgaum,2025-10,1127,186,1,1314
Karnataka,Belgaum,2025-11,1463,201,0,1664
Karnataka,Belgaum,2025-12,1174,130,0,1304
Karnataka,Bellary,2025-09,1407,285,0,1692
Karnataka,Bellary,2025-10,645,130,0,775
Karnataka,Bellary,2025-11,750,109,1,860
Karnataka,Bellary,2025-12,821,72,0,893
Karnataka,Bengaluru,2025-04,5774,1026,1047,7847
Karnataka,Bengaluru,2025-05,2659,1723,869,5251
Karnataka,Bengaluru,2025-09,3557,1001,559,5117
Karnataka,Bengaluru,2025-10,2486,849,413,3748
Karnataka,Bengaluru,2025-11,3349,1292,706,5347
Karnataka,Bengaluru,2025-12,2616,841,213,3670
Karnataka,Bengaluru Rural,2025-06,511,312,311,1134
Karnataka,Bengaluru Rural,2025-07,927,417,310,1654
Karnataka,Bengaluru Rural,2025-09,0,1,0,1
Karnataka,Bengaluru Rural,2025-10,1,0,0,1
Karnataka,Bengaluru South,2025-09,1,0,2,3
Karnataka,Bengaluru South,2025-10,2,27,0,29
Karnataka,Bengaluru South,2025-11,6,96,2,104
Karnataka,Bengaluru South,2025-12,6,60,1,67
Karnataka,Bengaluru Urban,2025-03,309,192,231,732
Karnataka,Bengaluru Urban,2025-06,5062,3223,1838,10123
Karnataka,Bengaluru Urban,2025-07,6740,3752,1727,12219
Karnataka,Bidar,2025-07,107,52,10,169
Karnataka,Bidar,2025-09,1237,367,6,1610
Karnataka,Bidar,2025-10,790,155,8,953
Karnataka,Bidar,2025-11,1045,220,36,1301
Karnataka,Bidar,2025-12,781,102,4,887
Karnataka,Bijapur,2025-09,1375,440,1,1816
Karnataka,Bijapur,2025-10,592,190,2,784
Karnataka,Bijapur,2025-11,669,175,1,845
Karnataka,Bijapur,2025-12,660,125,1,786
Karnataka,Bijapur(KAR),2025-11,2,0,0,2
Karnataka,Bijapur(KAR),2025-12,1,0,0,1
Karnataka,Chamarajanagar,2025-09,72,10,0,82
Karnataka,Chamarajanagar,2025-10,55,5,0,60
Karnataka,Chamarajanagar,2025-11,77,1,0,78
Karnataka,Chamarajanagar,2025-12,28,1,0,29
Karnataka,Chamarajanagar *,2025-09,8,0,0,8
Karnataka,Chamarajanagar *,2025-10,8,0,0,8
Karnataka,Chamarajanagar *,2025-11,4,0,0,4
Karnataka,Chamarajanagar *,2025-12,3,0,0,3
Karnataka,Chamrajanagar,2025-09,594,88,8,690
Karnataka,Chamrajanagar,2025-10,442,49,6,497
Karnataka,Chamrajanagar,2025-11,620,59,9,688
Karnataka,Chamrajanagar,2025-12,332,20,0,352
Karnataka,Chamrajnagar,2025-09,96,13,0,109
Karnataka,Chamrajnagar,2025-10,75,4,0,79
Karnataka,Chamrajnagar,2025-11,102,5,0,107
Karnataka,Chamrajnagar,2025-12,83,2,0,85
Karnataka,Chickmagalur,2025-09,326,27,0,353
Karnataka,Chickmagalur,2025-10,226,25,0,251
Karnataka,Chickmagalur,2025-11,319,30,0,349
Karnataka,Chickmagalur,2025-12,258,20,0,278
Karnataka,Chikkaballapur,2025-09,903,94,5,1002
Karnataka,Chikkaballapur,2025-10,594,68,0,662
Karnataka,Chikkaballapur,2025-11,707,78,0,785
Karnataka,Chikkaballapur,2025-12,638,56,9,703
Karnataka,Chikkamagaluru,2025-09,294,28,19,341
Karnataka,Chikkamagaluru,2025-10,207,19,9,235
Karnataka,Chikkamagaluru,2025-11,302,29,10,341
Karnataka,Chikkamagaluru,2025-12,215,19,0,234
Karnataka,Chikmagalur,2025-09,37,3,0,40
Karnataka,Chikmagalur,2025-10,32,2,0,34
Karnataka,Chikmagalur,2025-11,40,3,0,43
Karnataka,Chikmagalur,2025-12,36,1,0,37
Karnataka,Chitradurga,2025-09,1053,94,5,1152
Karnataka,Chitradurga,2025-10,804,74,15,893
Karnataka,Chitradurga,2025-11,872,72,17,961
Karnataka,Chitradurga,2025-12,1313,86,8,1407
Karnataka,Dakshina Kannada,2025-09,1658,119,5,1782
Karnataka,Dakshina Kannada,2025-10,1262,152,42,1456
Karnataka,Dakshina Kannada,2025-11,1659,176,30,1865
Karnataka,Dakshina Kannada,2025-12,1317,83,2,1402
Karnataka,Davanagere,2025-09,161,10,0,171
Karnataka,Davanagere,2025-10,68,16,0,84
Karnataka,Davanagere,2025-11,114,12,0,126
Karnataka,Davanagere,2025-12,94,8,0,102
Karnataka,Davangere,2025-09,1316,111,9,1436
Karnataka,Davangere,2025-10,738,92,7,837
Karnataka,Davangere,2025-11,849,84,26,959
Karnataka,Davangere,2025-12,1513,65,3,1581
Karnataka,Dharwad,2025-09,1536,111,3,1650
Karnataka,Dharwad,2025-10,986,104,7,1097
Karnataka,Dharwad,2025-11,1341,94,9,1444
Karnataka,Dharwad,2025-12,870,42,0,912
Karnataka,Gadag,2025-09,1786,141,19,1946
Karnataka,Gadag,2025-10,591,53,1,645
Karnataka,Gadag,2025-11,1059,104,0,1163
Karnataka,Gadag,2025-12,652,51,0,703
Karnataka,Gadag *,2025-09,59,8,0,67
Karnataka,Gadag *,2025-10,16,0,0,16
Karnataka,Gadag *,2025-11,39,1,0,40
Karnataka,Gadag *,2025-12,21,1,0,22
Karnataka,Gulbarga,2025-09,1151,235,0,1386
Karnataka,Gulbarga,2025-10,741,145,0,886
Karnataka,Gulbarga,2025-11,960,208,1,1169
Karnataka,Gulbarga,2025-12,798,115,2,915
Karnataka,Hasan,2025-09,266,12,0,278
Karnataka,Hasan,2025-10,180,10,0,190
Karnataka,Hasan,2025-11,261,15,0,276
Karnataka,Hasan,2025-12,237,12,0,249
Karnataka,Hassan,2025-09,728,33,0,761
Karnataka,Hassan,2025-10,462,29,2,493
Karnataka,Hassan,2025-11,625,53,16,694
Karnataka,Hassan,2025-12,518,27,1,546
Karnataka,Haveri,2025-09,1233,118,22,1373
Karnataka,Haveri,2025-10,730,52,10,792
Karnataka,Haveri,2025-11,1015,58,17,1090
Karnataka,Haveri,2025-12,939,38,10,987
Karnataka,Haveri *,2025-09,30,1,0,31
Karnataka,Haveri *,2025-10,23,1,0,24
Karnataka,Haveri *,2025-11,27,4,0,31
Karnataka,Haveri *,2025-12,31,0,0,31
Karnataka,Kalaburagi,2025-04,560,31,17,608
Karnataka,Kalaburagi,2025-09,1093,215,10,1318
Karnataka,Kalaburagi,2025-10,726,92,4,822
Karnataka,Kalaburagi,2025-11,976,164,53,1193
Karnataka,Kalaburagi,2025-12,741,100,0,841
Karnataka,Kodagu,2025-09,262,20,12,294
Karnataka,Kodagu,2025-10,230,27,9,266
Karnataka,Kodagu,2025-11,300,18,20,338
Karnataka,Kodagu,2025-12,303,10,0,313
Karnataka,Kolar,2025-09,1129,103,7,1239
Karnataka,Kolar,2025-10,698,67,6,771
Karnataka,Kolar,2025-11,1305,94,15,1414
Karnataka,Kolar,2025-12,709,50,3,762
Karnataka,Koppal,2025-09,1395,278,11,1684
Karnataka,Koppal,2025-10,793,136,9,938
Karnataka,Koppal,2025-11,1447,140,15,1602
Karnataka,Koppal,2025-12,1117,96,14,1227
Karnataka,Mandya,2025-09,832,45,1,878
Karnataka,Mandya,2025-10,706,29,29,764
Karnataka,Mandya,2025-11,1000,42,13,1055
Karnataka,Mandya,2025-12,863,34,0,897
Karnataka,Mysore,2025-09,739,63,1,803
Karnataka,Mysore,2025-10,681,48,0,729
Karnataka,Mysore,2025-11,760,57,0,817
Karnataka,Mysore,2025-12,677,46,1,724
Karnataka,Mysuru,2025-04,456,19,10,485
Karnataka,Mysuru,2025-07,349,138,80,567
Karnataka,Mysuru,2025-09,871,132,77,1080
Karnataka,Mysuru,2025-10,655,51,17,723
Karnataka,Mysuru,2025-11,709,75,60,844
Karnataka,Mysuru,2025-12,610,48,4,662
Karnataka,Raichur,2025-06,290,127,11,428
Karnataka,Raichur,2025-09,2095,730,28,2853
Karnataka,Raichur,2025-10,1553,400,20,1973
Karnataka,Raichur,2025-11,1918,487,27,2432
Karnataka,Raichur,2025-12,1763,312,18,2093
Karnataka,Ramanagar,2025-09,950,255,4,1209
Karnataka,Ramanagar,2025-10,488,57,0,545
Karnataka,Ramanagar,2025-11,668,46,7,721
Karnataka,Ramanagar,2025-12,453,21,0,474
Karnataka,Ramanagara,2025-07,168,24,12,204
Karnataka,Shimoga,2025-09,648,58,0,706
Karnataka,Shimoga,2025-10,368,25,0,393
Karnataka,Shimoga,2025-11,560,43,0,603
Karnataka,Shimoga,2025-12,535,23,0,558
Karnataka,Shivamogga,2025-09,636,75,0,711
Karnataka,Shivamogga,2025-10,380,30,16,426
Karnataka,Shivamogga,2025-11,462,43,23,528
Karnataka,Shivamogga,2025-12,526,34,4,564
Karnataka,Tumakuru,2025-09,811,48,24,883
Karnataka,Tumakuru,2025-10,586,33,20,639
Karnataka,Tumakuru,2025-11,633,47,3,683
Karnataka,Tumakuru,2025-12,762,33,0,795
Karnataka,Tumkur,2025-09,798,57,0,855
Karnataka,Tumkur,2025-10,629,37,0,666
Karnataka,Tumkur,2025-11,667,50,0,717
Karnataka,Tumkur,2025-12,660,44,0,704
Karnataka,Udupi,2025-09,1413,61,9,1483
Karnataka,Udupi,2025-10,708,60,13,781
Karnataka,Udupi,2025-11,611,60,15,686
Karnataka,Udupi,2025-12,606,29,6,641
Karnataka,Udupi *,2025-11,2,0,0,2
Karnataka,Uttara Kannada,2025-09,906,67,4,977
Karnataka,Uttara Kannada,2025-10,661,49,5,715
Karnataka,Uttara Kannada,2025-11,1018,75,19,1112
Karnataka,Uttara Kannada,2025-12,634,30,2,666
Karnataka,Vijayanagara,2025-09,662,106,22,790
Karnataka,Vijayanagara,2025-10,345,52,12,409
Karnataka,Vijayanagara,2025-11,434,51,12,497
Karnataka,Vijayanagara,2025-12,381,32,10,423
Karnataka,Vijayapura,2025-07,363,77,10,450
Karnataka,Vijayapura,2025-09,1785,364,29,2178
Karnataka,Vijayapura,2025-10,735,152,17,904
Karnataka,Vijayapura,2025-11,999,148,19,1166
Karnataka,Vijayapura,2025-12,780,101,17,898
Karnataka,Yadgir,2025-04,536,89,21,646
Karnataka,Yadgir,2025-09,1390,452,11,1853
Karnataka,Yadgir,2025-10,965,235,2,1202
Karnataka,Yadgir,2025-11,1082,297,72,1451
Karnataka,Yadgir,2025-12,874,227,5,1106
Karnataka,yadgir,2025-09,214,48,0,262
Karnataka,yadgir,2025-10,126,17,0,143
Karnataka,yadgir,2025-11,156,35,0,191
Karnataka,yadgir,2025-12,77,16,0,93
Kerala,Alappuzha,2025-09,713,275,5,993
Kerala,Alappuzha,2025-10,614,230,27,871
Kerala,Alappuzha,2025-11,753,253,57,1063
Kerala,Alappuzha,2025-12,456,134,42,632
Kerala,Ernakulam,2025-06,70,58,11,139
Kerala,Ernakulam,2025-07,87,111,26,224
Kerala,Ernakulam,2025-09,1092,559,17,1668
Kerala,Ernakulam,2025-10,1013,369,38,1420
Kerala,Ernakulam,2025-11,1244,467,153,1864
Kerala,Ernakulam,2025-12,679,243,87,1009
Kerala,Idukki,2025-09,415,94,1,510
Kerala,Idukki,2025-10,339,69,7,415
Kerala,Idukki,2025-11,423,64,15,502
Kerala,Idukki,2025-12,222,44,5,271
Kerala,Kannur,2025-07,17,38,15,70
Kerala,Kannur,2025-09,1039,553,33,1625
Kerala,Kannur,2025-10,869,357,43,1269
Kerala,Kannur,2025-11,1334,528,76,1938
Kerala,Kannur,2025-12,754,246,63,1063
Kerala,Kasaragod,2025-09,662,239,0,901
Kerala,Kasaragod,2025-10,577,186,33,796
Kerala,Kasaragod,2025-11,849,240,23,1112
Kerala,Kasaragod,2025-12,607,133,6,746
Kerala,Kasargod,2025-09,64,13,0,77
Kerala,Kasargod,2025-10,72,20,0,92
Kerala,Kasargod,2025-11,62,20,0,82
Kerala,Kasargod,2025-12,53,11,0,64
Kerala,Kollam,2025-05,34,12,10,56
Kerala,Kollam,2025-09,1069,322,24,1415
Kerala,Kollam,2025-10,864,248,60,1172
Kerala,Kollam,2025-11,1151,287,93,1531
Kerala,Kollam,2025-12,696,173,26,895
Kerala,Kottayam,2025-09,690,221,4,915
Kerala,Kottayam,2025-10,607,200,12,819
Kerala,Kottayam,2025-11,642,232,35,909
Kerala,Kottayam,2025-12,526,151,1,678
Kerala,Kozhikode,2025-09,1208,606,11,1825
Kerala,Kozhikode,2025-10,921,421,47,1389
Kerala,Kozhikode,2025-11,1473,582,118,2173
Kerala,Kozhikode,2025-12,985,305,27,1317
Kerala,Malappuram,2025-05,135,121,10,266
Kerala,Malappuram,2025-09,2367,1187,31,3585
Kerala,Malappuram,2025-10,2035,997,73,3105
Kerala,Malappuram,2025-11,3086,1169,101,4356
Kerala,Malappuram,2025-12,2582,642,31,3255
Kerala,Palakkad,2025-09,1208,433,3,1644
Kerala,Palakkad,2025-10,1122,363,60,1545
Kerala,Palakkad,2025-11,1526,373,82,1981
Kerala,Palakkad,2025-12,1318,212,24,1554
Kerala,Pathanamthitta,2025-09,413,142,14,569
Kerala,Pathanamthitta,2025-10,329,102,24,455
Kerala,Pathanamthitta,2025-11,352,126,21,499
Kerala,Pathanamthitta,2025-12,304,110,14,428
Kerala,Thiruvananthapuram,2025-05,32,15,11,58
Kerala,Thiruvananthapuram,2025-07,54,67,59,180
Kerala,Thiruvananthapuram,2025-09,1239,404,14,1657
Kerala,Thiruvananthapuram,2025-10,1226,330,49,1605
Kerala,Thiruvananthapuram,2025-11,1433,349,259,2041
Kerala,Thiruvananthapuram,2025-12,852,229,41,1122
Kerala,Thrissur,2025-06,15,22,10,47
Kerala,Thrissur,2025-09,1184,538,19,1741
Kerala,Thrissur,2025-10,1320,444,62,1826
Kerala,Thrissur,2025-11,1644,383,380,2407
Kerala,Thrissur,2025-12,751,285,14,1050
Kerala,Wayanad,2025-09,296,75,3,374
Kerala,Wayanad,2025-10,276,68,3,347
Kerala,Wayanad,2025-11,512,67,9,588
Kerala,Wayanad,2025-12,181,23,3,207
Ladakh,Kargil,2025-09,101,44,0,145
Ladakh,Kargil,2025-10,43,36,3,82
Ladakh,Kargil,2025-11,100,28,3,131
Ladakh,Kargil,2025-12,121,12,1,134
Ladakh,Leh,2025-09,23,2,5,30
Ladakh,Leh,2025-10,23,4,2,29
Ladakh,Leh,2025-11,35,4,3,42
Ladakh,Leh,2025-12,20,3,1,24
Lakshadweep,Lakshadweep,2025-09,60,4,0,64
Lakshadweep,Lakshadweep,2025-10,42,2,0,44
Lakshadweep,Lakshadweep,2025-11,59,4,1,64
Lakshadweep,Lakshadweep,2025-12,31,0,0,31
Madhya Pradesh,Agar Malwa,2025-09,392,186,5,583
Madhya Pradesh,Agar Malwa,2025-10,275,65,0,340
Madhya Pradesh,Agar Malwa,2025-11,868,86,1,955
Madhya Pradesh,Agar Malwa,2025-12,552,84,23,659
Madhya Pradesh,Alirajpur,2025-04,134,105,15,254
Madhya Pradesh,Alirajpur,2025-05,66,42,25,133
Madhya Pradesh,Alirajpur,2025-06,376,586,84,1046
Madhya Pradesh,Alirajpur,2025-07,498,884,93,1475
Madhya Pradesh,Alirajpur,2025-09,481,729,15,1225
Madhya Pradesh,Alirajpur,2025-10,514,313,0,827
Madhya Pradesh,Alirajpur,2025-11,621,421,24,1066
Madhya Pradesh,Alirajpur,2025-12,561,310,113,984
Madhya Pradesh,Anuppur,2025-09,542,117,0,659
Madhya Pradesh,Anuppur,2025-10,527,67,5,599
Madhya Pradesh,Anuppur,2025-11,1016,84,7,1107
Madhya Pradesh,Anuppur,2025-12,779,81,1,861
Madhya Pradesh,Ashok Nagar,2025-04,342,139,50,531
Madhya Pradesh,Ashok Nagar,2025-05,161,40,19,220
Madhya Pradesh,Ashok Nagar,2025-09,1537,604,7,2148
Madhya Pradesh,Ashok Nagar,2025-10,326,116,18,460
Madhya Pradesh,Ashok Nagar,2025-11,754,209,55,1018
Madhya Pradesh,Ashok Nagar,2025-12,606,177,18,801
Madhya Pradesh,Ashoknagar,2025-06,437,408,23,868
Madhya Pradesh,Ashoknagar,2025-07,1157,915,71,2143
Madhya Pradesh,Balaghat,2025-07,288,40,10,338
Madhya Pradesh,Balaghat,2025-09,1901,205,1,2107
Madhya Pradesh,Balaghat,2025-10,1091,71,3,1165
Madhya Pradesh,Balaghat,2025-11,1742,126,7,1875
Madhya Pradesh,Balaghat,2025-12,1215,98,7,1320
Madhya Pradesh,Barwani,2025-04,497,313,10,820
Madhya Pradesh,Barwani,2025-05,2114,1005,55,3174
Madhya Pradesh,Barwani,2025-06,1067,1106,60,2233
Madhya Pradesh,Barwani,2025-07,3561,3348,310,7219
Madhya Pradesh,Barwani,2025-09,2115,1441,92,3648
Madhya Pradesh,Barwani,2025-10,869,371,4,1244
Madhya Pradesh,Barwani,2025-11,1264,437,83,1784
Madhya Pradesh,Barwani,2025-12,1314,334,53,1701
Madhya Pradesh,Betul,2025-04,193,20,10,223
Madhya Pradesh,Betul,2025-07,713,212,43,968
Madhya Pradesh,Betul,2025-09,1815,413,18,2246
Madhya Pradesh,Betul,2025-10,1041,140,11,1192
Madhya Pradesh,Betul,2025-11,1753,270,30,2053
Madhya Pradesh,Betul,2025-12,1314,152,18,1484
Madhya Pradesh,Bhind,2025-03,54,33,22,109
Madhya Pradesh,Bhind,2025-04,732,228,91,1051
Madhya Pradesh,Bhind,2025-05,670,238,48,956
Madhya Pradesh,Bhind,2025-06,507,328,50,885
Madhya Pradesh,Bhind,2025-07,2108,1743,204,4055
Madhya Pradesh,Bhind,2025-09,1435,948,108,2491
Madhya Pradesh,Bhind,2025-10,610,321,33,964
Madhya Pradesh,Bhind,2025-11,1367,596,76,2039
Madhya Pradesh,Bhind,2025-12,1000,410,7,1417
Madhya Pradesh,Bhopal,2025-04,316,47,20,383
Madhya Pradesh,Bhopal,2025-06,690,115,28,833
Madhya Pradesh,Bhopal,2025-07,918,198,17,1133
Madhya Pradesh,Bhopal,2025-09,3101,458,18,3577
Madhya Pradesh,Bhopal,2025-10,1658,196,15,1869
Madhya Pradesh,Bhopal,2025-11,2570,308,46,2924
Madhya Pradesh,Bhopal,2025-12,2003,130,10,2143
Madhya Pradesh,Burhanpur,2025-04,547,155,100,802
Madhya Pradesh,Burhanpur,2025-05,724,179,29,932
Madhya Pradesh,Burhanpur,2025-06,1142,574,61,1777
Madhya Pradesh,Burhanpur,2025-07,1706,1124,146,2976
Madhya Pradesh,Burhanpur,2025-09,737,370,12,1119
Madhya Pradesh,Burhanpur,2025-10,423,124,16,563
Madhya Pradesh,Burhanpur,2025-11,615,138,17,770
Madhya Pradesh,Burhanpur,2025-12,648,95,7,750
Madhya Pradesh,Chhatarpur,2025-04,555,255,40,850
Madhya Pradesh,Chhatarpur,2025-05,394,313,30,737
Madhya Pradesh,Chhatarpur,2025-06,272,401,41,714
Madhya Pradesh,Chhatarpur,2025-07,1628,1844,114,3586
Madhya Pradesh,Chhatarpur,2025-09,2816,1375,24,4215
Madhya Pradesh,Chhatarpur,2025-10,1036,466,17,1519
Madhya Pradesh,Chhatarpur,2025-11,2385,741,33,3159
Madhya Pradesh,Chhatarpur,2025-12,2418,570,68,3056
Madhya Pradesh,Chhindwara,2025-09,2443,288,14,2745
Madhya Pradesh,Chhindwara,2025-10,1687,105,25,1817
Madhya Pradesh,Chhindwara,2025-11,2365,132,7,2504
Madhya Pradesh,Chhindwara,2025-12,1813,100,2,1915
Madhya Pradesh,Damoh,2025-09,1802,399,3,2204
Madhya Pradesh,Damoh,2025-10,931,180,11,1122
Madhya Pradesh,Damoh,2025-11,1381,225,32,1638
Madhya Pradesh,Damoh,2025-12,967,134,1,1102
Madhya Pradesh,Datia,2025-04,237,55,10,302
Madhya Pradesh,Datia,2025-07,435,384,20,839
Madhya Pradesh,Datia,2025-09,1388,721,7,2116
Madhya Pradesh,Datia,2025-10,378,138,2,518
Madhya Pradesh,Datia,2025-11,912,306,3,1221
Madhya Pradesh,Datia,2025-12,645,201,1,847
Madhya Pradesh,Dewas,2025-04,427,65,10,502
Madhya Pradesh,Dewas,2025-05,518,87,17,622
Madhya Pradesh,Dewas,2025-07,544,292,13,849
Madhya Pradesh,Dewas,2025-09,1737,758,11,2506
Madhya Pradesh,Dewas,2025-10,1158,227,1,1386
Madhya Pradesh,Dewas,2025-11,2576,319,20,2915
Madhya Pradesh,Dewas,2025-12,1433,210,19,1662
Madhya Pradesh,Dhar,2025-04,396,116,107,619
Madhya Pradesh,Dhar,2025-06,892,570,65,1527
Madhya Pradesh,Dhar,2025-07,518,380,24,922
Madhya Pradesh,Dhar,2025-09,1993,1123,12,3128
Madhya Pradesh,Dhar,2025-10,1203,402,123,1728
Madhya Pradesh,Dhar,2025-11,1952,532,70,2554
Madhya Pradesh,Dhar,2025-12,1780,430,24,2234
Madhya Pradesh,Dindori,2025-09,762,111,0,873
Madhya Pradesh,Dindori,2025-10,447,50,0,497
Madhya Pradesh,Dindori,2025-11,424,51,1,476
Madhya Pradesh,Dindori,2025-12,776,37,0,813
Madhya Pradesh,East Nimar,2025-07,189,254,15,458
Madhya Pradesh,East Nimar,2025-09,686,574,1,1261
Madhya Pradesh,East Nimar,2025-10,392,268,0,660
Madhya Pradesh,East Nimar,2025-11,563,237,1,801
Madhya Pradesh,East Nimar,2025-12,508,167,4,679
Madhya Pradesh,Guna,2025-04,633,120,31,784
Madhya Pradesh,Guna,2025-07,637,423,12,1072
Madhya Pradesh,Guna,2025-09,2653,878,4,3535
Madhya Pradesh,Guna,2025-10,784,223,0,1007
Madhya Pradesh,Guna,2025-11,1410,313,0,1723
Madhya Pradesh,Guna,2025-12,1379,292,19,1690
Madhya Pradesh,Gwalior,2025-03,179,86,62,327
Madhya Pradesh,Gwalior,2025-04,855,370,113,1338
Madhya Pradesh,Gwalior,2025-05,338,108,18,464
Madhya Pradesh,Gwalior,2025-06,1064,789,77,1930
Madhya Pradesh,Gwalior,2025-07,2413,1821,175,4409
Madhya Pradesh,Gwalior,2025-09,2608,1077,30,3715
Madhya Pradesh,Gwalior,2025-10,961,330,38,1329
Madhya Pradesh,Gwalior,2025-11,2245,599,260,3104
Madhya Pradesh,Gwalior,2025-12,1447,422,57,1926
Madhya Pradesh,Harda,2025-09,666,203,2,871
Madhya Pradesh,Harda,2025-10,240,52,2,294
Madhya Pradesh,Harda,2025-11,412,76,12,500
Madhya Pradesh,Harda,2025-12,415,52,2,469
Madhya Pradesh,Harda *,2025-09,221,63,0,284
Madhya Pradesh,Harda *,2025-10,79,14,0,93
Madhya Pradesh,Harda *,2025-11,132,11,0,143
Madhya Pradesh,Harda *,2025-12,71,19,0,90
Madhya Pradesh,Hoshangabad,2025-07,179,90,12,281
Madhya Pradesh,Hoshangabad,2025-09,2154,329,0,2483
Madhya Pradesh,Hoshangabad,2025-10,733,140,0,873
Madhya Pradesh,Hoshangabad,2025-11,1171,149,0,1320
Madhya Pradesh,Hoshangabad,2025-12,921,104,0,1025
Madhya Pradesh,Indore,2025-04,830,205,48,1083
Madhya Pradesh,Indore,2025-05,519,111,18,648
Madhya Pradesh,Indore,2025-06,411,138,12,561
Madhya Pradesh,Indore,2025-07,3340,1547,107,4994
