state,district,year_month,age_0_5,age_5_17,age_18_greater
Delhi,South East Delhi,2025-09,1,0,0
Delhi,South East Delhi,2025-10,1,0,0
Delhi,South East Delhi,2025-11,0,1,0
Delhi,South East Delhi,2025-12,5,0,0
Delhi,South West Delhi,2025-01,1782,734,171
Delhi,South West Delhi,2025-02,215,47,2
Delhi,South West Delhi,2025-03,105,20,7
Delhi,South West Delhi,2025-04,65,31,3
Delhi,South West Delhi,2025-05,72,30,5
Delhi,South West Delhi,2025-06,147,47,7
Delhi,South West Delhi,2025-07,65,24,13
Delhi,South West Delhi,2025-08,168,49,11
Delhi,South West Delhi,2025-09,161,34,5
Delhi,South West Delhi,2025-10,173,38,5
Delhi,South West Delhi,2025-11,142,35,7
Delhi,South West Delhi,2025-12,157,56,8
Delhi,West Delhi,2025-01,8153,2936,796
Delhi,West Delhi,2025-02,275,66,4
Delhi,West Delhi,2025-03,120,29,2
Delhi,West Delhi,2025-04,146,33,2
Delhi,West Delhi,2025-05,104,37,0
Delhi,West Delhi,2025-06,193,46,6
Delhi,West Delhi,2025-07,70,25,3
Delhi,West Delhi,2025-08,177,53,7
Delhi,West Delhi,2025-09,317,96,58
Delhi,West Delhi,2025-10,203,43,4
Delhi,West Delhi,2025-11,160,43,4
Delhi,West Delhi,2025-12,175,45,4
Goa,North Goa,2025-01,47,16,13
Goa,North Goa,2025-02,18,8,7
Goa,North Goa,2025-03,18,4,3
Goa,North Goa,2025-04,14,2,1
Goa,North Goa,2025-05,35,5,2
Goa,North Goa,2025-06,24,5,0
Goa,North Goa,2025-07,14,3,0
Goa,North Goa,2025-08,57,5,1
Goa,North Goa,2025-09,34,5,2
Goa,North Goa,2025-10,38,6,1
Goa,North Goa,2025-11,29,4,0
Goa,North Goa,2025-12,35,2,3
Goa,South Goa,2025-01,20,7,2
Goa,South Goa,2025-02,12,5,1
Goa,South Goa,2025-03,14,4,1
Goa,South Goa,2025-04,18,3,1
Goa,South Goa,2025-05,23,6,7
Goa,South Goa,2025-06,14,2,0
Goa,South Goa,2025-07,10,0,0
Goa,South Goa,2025-08,34,7,3
Goa,South Goa,2025-09,17,4,2
Goa,South Goa,2025-10,22,2,1
Goa,South Goa,2025-11,29,3,3
Goa,South Goa,2025-12,28,6,1
Gujarat,Ahmadabad,2025-01,3419,2074,240
Gujarat,Ahmadabad,2025-02,29,6,0
Gujarat,Ahmadabad,2025-03,10,11,0
Gujarat,Ahmadabad,2025-04,15,3,0
Gujarat,Ahmadabad,2025-05,13,4,0
Gujarat,Ahmadabad,2025-06,18,5,0
Gujarat,Ahmadabad,2025-07,4,5,0
Gujarat,Ahmadabad,2025-08,37,12,0
Gujarat,Ahmadabad,2025-09,25,8,0
Gujarat,Ahmadabad,2025-10,28,5,0
Gujarat,Ahmadabad,2025-11,20,14,0
Gujarat,Ahmadabad,2025-12,23,14,0
Gujarat,Ahmedabad,2025-01,1514,880,164
Gujarat,Ahmedabad,2025-02,500,214,6
Gujarat,Ahmedabad,2025-03,296,127,7
Gujarat,Ahmedabad,2025-04,173,115,4
Gujarat,Ahmedabad,2025-05,177,94,6
Gujarat,Ahmedabad,2025-06,252,102,8
Gujarat,Ahmedabad,2025-07,113,46,12
Gujarat,Ahmedabad,2025-08,440,210,10
Gujarat,Ahmedabad,2025-09,440,168,5
Gujarat,Ahmedabad,2025-10,389,170,9
Gujarat,Ahmedabad,2025-11,397,176,13
Gujarat,Ahmedabad,2025-12,366,203,14
Gujarat,Amreli,2025-01,776,186,109
Gujarat,Amreli,2025-02,94,19,3
Gujarat,Amreli,2025-03,74,13,3
Gujarat,Amreli,2025-04,48,5,1
Gujarat,Amreli,2025-05,18,4,0
Gujarat,Amreli,2025-06,50,8,8
Gujarat,Amreli,2025-07,25,2,8
Gujarat,Amreli,2025-08,76,17,4
Gujarat,Amreli,2025-09,97,13,1
Gujarat,Amreli,2025-10,95,12,2
Gujarat,Amreli,2025-11,79,14,7
Gujarat,Amreli,2025-12,83,17,5
Gujarat,Anand,2025-01,1293,309,236
Gujarat,Anand,2025-02,153,19,6
Gujarat,Anand,2025-03,110,15,5
Gujarat,Anand,2025-04,44,5,0
Gujarat,Anand,2025-05,41,4,1
Gujarat,Anand,2025-06,45,7,19
Gujarat,Anand,2025-07,22,3,7
Gujarat,Anand,2025-08,143,16,6
Gujarat,Anand,2025-09,166,22,1
Gujarat,Anand,2025-10,134,22,5
Gujarat,Anand,2025-11,130,18,9
Gujarat,Anand,2025-12,153,16,2
Gujarat,Arvalli,2025-01,653,139,52
Gujarat,Arvalli,2025-02,48,6,1
Gujarat,Arvalli,2025-03,26,6,0
Gujarat,Arvalli,2025-04,17,6,0
Gujarat,Arvalli,2025-05,7,1,0
Gujarat,Arvalli,2025-06,7,2,0
Gujarat,Arvalli,2025-07,2,0,6
Gujarat,Arvalli,2025-08,49,14,2
Gujarat,Arvalli,2025-09,61,13,0
Gujarat,Arvalli,2025-10,33,7,2
Gujarat,Arvalli,2025-11,42,8,10
Gujarat,Arvalli,2025-12,52,3,0
Gujarat,Banas Kantha,2025-01,5452,6463,607
Gujarat,Banas Kantha,2025-02,7,1,0
Gujarat,Banas Kantha,2025-03,4,0,0
Gujarat,Banas Kantha,2025-04,0,1,0
Gujarat,Banas Kantha,2025-06,0,1,0
Gujarat,Banas Kantha,2025-08,2,0,0
Gujarat,Banas Kantha,2025-09,5,2,0
Gujarat,Banas Kantha,2025-10,8,1,0
Gujarat,Banas Kantha,2025-11,1,0,0
Gujarat,Banas Kantha,2025-12,5,1,0
Gujarat,Banaskantha,2025-01,3036,2247,1189
Gujarat,Banaskantha,2025-02,289,190,5
Gujarat,Banaskantha,2025-03,133,124,8
Gujarat,Banaskantha,2025-04,125,104,12
Gujarat,Banaskantha,2025-05,44,14,0
Gujarat,Banaskantha,2025-06,90,46,24
Gujarat,Banaskantha,2025-07,31,22,24
Gujarat,Banaskantha,2025-08,111,46,9
Gujarat,Banaskantha,2025-09,180,93,3
Gujarat,Banaskantha,2025-10,135,120,24
Gujarat,Banaskantha,2025-11,222,122,12
Gujarat,Banaskantha,2025-12,217,138,14
Gujarat,Bharuch,2025-01,540,131,48
Gujarat,Bharuch,2025-02,127,14,1
Gujarat,Bharuch,2025-03,87,9,2
Gujarat,Bharuch,2025-04,31,5,0
Gujarat,Bharuch,2025-05,30,5,0
Gujarat,Bharuch,2025-06,26,6,4
Gujarat,Bharuch,2025-07,25,3,4
Gujarat,Bharuch,2025-08,126,14,0
Gujarat,Bharuch,2025-09,124,13,0
Gujarat,Bharuch,2025-10,103,16,3
Gujarat,Bharuch,2025-11,121,9,1
Gujarat,Bharuch,2025-12,131,14,1
Gujarat,Bhavnagar,2025-01,2512,512,176
Gujarat,Bhavnagar,2025-02,276,28,6
Gujarat,Bhavnagar,2025-03,138,21,12
Gujarat,Bhavnagar,2025-04,72,31,5
Gujarat,Bhavnagar,2025-05,74,14,0
Gujarat,Bhavnagar,2025-06,155,18,11
Gujarat,Bhavnagar,2025-07,64,6,5
Gujarat,Bhavnagar,2025-08,216,42,13
Gujarat,Bhavnagar,2025-09,257,37,4
Gujarat,Bhavnagar,2025-10,203,35,18
Gujarat,Bhavnagar,2025-11,226,35,11
Gujarat,Bhavnagar,2025-12,292,47,22
Gujarat,Botad,2025-01,1394,334,77
Gujarat,Botad,2025-02,36,7,2
Gujarat,Botad,2025-03,28,5,9
Gujarat,Botad,2025-04,14,1,3
Gujarat,Botad,2025-05,12,0,0
Gujarat,Botad,2025-06,9,2,2
Gujarat,Botad,2025-07,8,0,0
Gujarat,Botad,2025-08,44,11,0
Gujarat,Botad,2025-09,50,5,0
Gujarat,Botad,2025-10,26,7,0
Gujarat,Botad,2025-11,23,6,2
Gujarat,Botad,2025-12,56,3,1
Gujarat,Chhotaudepur,2025-01,1294,1035,389
Gujarat,Chhotaudepur,2025-02,33,8,0
Gujarat,Chhotaudepur,2025-03,20,6,0
Gujarat,Chhotaudepur,2025-04,8,3,2
Gujarat,Chhotaudepur,2025-05,11,2,0
Gujarat,Chhotaudepur,2025-06,11,4,18
Gujarat,Chhotaudepur,2025-07,0,2,35
Gujarat,Chhotaudepur,2025-08,35,20,13
Gujarat,Chhotaudepur,2025-09,33,19,2
Gujarat,Chhotaudepur,2025-10,50,18,14
Gujarat,Chhotaudepur,2025-11,34,5,7
Gujarat,Chhotaudepur,2025-12,20,15,36
Gujarat,Dahod,2025-01,1681,1608,1092
Gujarat,Dahod,2025-02,209,114,8
Gujarat,Dahod,2025-03,86,88,12
Gujarat,Dahod,2025-04,14,15,1
Gujarat,Dahod,2025-05,49,24,0
Gujarat,Dahod,2025-06,56,48,6
Gujarat,Dahod,2025-07,29,18,4
Gujarat,Dahod,2025-08,173,115,5
Gujarat,Dahod,2025-09,138,113,3
Gujarat,Dahod,2025-10,122,108,4
Gujarat,Dahod,2025-11,106,122,4
Gujarat,Dahod,2025-12,147,118,9
Gujarat,Dang,2025-01,531,179,162
Gujarat,Devbhumi Dwarka,2025-01,741,234,139
Gujarat,Devbhumi Dwarka,2025-02,57,5,1
Gujarat,Devbhumi Dwarka,2025-03,21,7,2
Gujarat,Devbhumi Dwarka,2025-04,22,3,2
Gujarat,Devbhumi Dwarka,2025-05,10,3,0
Gujarat,Devbhumi Dwarka,2025-06,21,3,8
Gujarat,Devbhumi Dwarka,2025-07,9,3,0
Gujarat,Devbhumi Dwarka,2025-08,34,12,2
Gujarat,Devbhumi Dwarka,2025-09,40,6,2
Gujarat,Devbhumi Dwarka,2025-10,24,7,0
Gujarat,Devbhumi Dwarka,2025-11,33,10,0
Gujarat,Devbhumi Dwarka,2025-12,57,11,1
Gujarat,Dohad,2025-01,3897,6713,629
Gujarat,Dohad,2025-02,58,39,0
Gujarat,Dohad,2025-03,23,25,0
Gujarat,Dohad,2025-04,5,4,0
Gujarat,Dohad,2025-05,19,9,0
Gujarat,Dohad,2025-06,20,13,0
Gujarat,Dohad,2025-07,14,7,0
Gujarat,Dohad,2025-08,44,26,0
Gujarat,Dohad,2025-09,45,24,0
Gujarat,Dohad,2025-10,34,13,0
Gujarat,Dohad,2025-11,35,26,0
Gujarat,Dohad,2025-12,50,23,0
Gujarat,Gandhinagar,2025-01,1316,337,346
Gujarat,Gandhinagar,2025-02,108,20,6
Gujarat,Gandhinagar,2025-03,58,16,9
Gujarat,Gandhinagar,2025-04,52,10,2
Gujarat,Gandhinagar,2025-05,36,6,4
Gujarat,Gandhinagar,2025-06,43,15,6
Gujarat,Gandhinagar,2025-07,20,4,12
Gujarat,Gandhinagar,2025-08,89,17,128
Gujarat,Gandhinagar,2025-09,107,20,1
Gujarat,Gandhinagar,2025-10,103,10,6
Gujarat,Gandhinagar,2025-11,96,20,6
Gujarat,Gandhinagar,2025-12,96,21,1
Gujarat,Gir Somnath,2025-01,2484,613,264
Gujarat,Gir Somnath,2025-02,65,21,0
Gujarat,Gir Somnath,2025-03,48,9,4
Gujarat,Gir Somnath,2025-04,30,6,1
Gujarat,Gir Somnath,2025-05,21,2,0
Gujarat,Gir Somnath,2025-06,39,9,1
Gujarat,Gir Somnath,2025-07,15,2,0
Gujarat,Gir Somnath,2025-08,59,19,8
Gujarat,Gir Somnath,2025-09,87,20,2
Gujarat,Gir Somnath,2025-10,72,16,6
Gujarat,Gir Somnath,2025-11,53,22,3
Gujarat,Gir Somnath,2025-12,88,15,1
Gujarat,Jamnagar,2025-01,1475,326,163
Gujarat,Jamnagar,2025-02,139,15,0
Gujarat,Jamnagar,2025-03,66,10,5
Gujarat,Jamnagar,2025-04,53,17,3
Gujarat,Jamnagar,2025-05,29,4,2
Gujarat,Jamnagar,2025-06,47,14,11
Gujarat,Jamnagar,2025-07,32,3,3
Gujarat,Jamnagar,2025-08,83,18,2
Gujarat,Jamnagar,2025-09,106,24,0
Gujarat,Jamnagar,2025-10,115,20,1
Gujarat,Jamnagar,2025-11,102,15,2
Gujarat,Jamnagar,2025-12,117,19,0
Gujarat,Junagadh,2025-01,351,45,16
Gujarat,Junagadh,2025-02,222,25,4
Gujarat,Junagadh,2025-03,118,14,1
Gujarat,Junagadh,2025-04,93,17,0
Gujarat,Junagadh,2025-05,39,6,0
Gujarat,Junagadh,2025-06,89,13,31
Gujarat,Junagadh,2025-07,37,2,4
Gujarat,Junagadh,2025-08,126,23,2
Gujarat,Junagadh,2025-09,191,19,1
Gujarat,Junagadh,2025-10,167,27,6
Gujarat,Junagadh,2025-11,156,16,4
Gujarat,Junagadh,2025-12,148,23,0
Gujarat,Kachchh,2025-01,1673,1356,227
Gujarat,Kachchh,2025-02,152,38,7
Gujarat,Kachchh,2025-03,106,38,9
Gujarat,Kachchh,2025-04,50,28,9
Gujarat,Kachchh,2025-05,51,20,2
Gujarat,Kachchh,2025-06,71,44,4
Gujarat,Kachchh,2025-07,28,3,4
Gujarat,Kachchh,2025-08,55,36,39
Gujarat,Kachchh,2025-09,75,17,2
Gujarat,Kachchh,2025-10,95,43,7
Gujarat,Kachchh,2025-11,116,33,6
Gujarat,Kachchh,2025-12,137,45,4
Gujarat,Kheda,2025-01,1027,330,231
Gujarat,Kheda,2025-02,193,38,3
Gujarat,Kheda,2025-03,116,41,11
Gujarat,Kheda,2025-04,47,12,4
Gujarat,Kheda,2025-05,56,3,0
Gujarat,Kheda,2025-06,67,8,9
Gujarat,Kheda,2025-07,32,4,12
Gujarat,Kheda,2025-08,125,25,12
Gujarat,Kheda,2025-09,177,36,9
Gujarat,Kheda,2025-10,186,47,18
Gujarat,Kheda,2025-11,203,39,8
Gujarat,Kheda,2025-12,168,33,10
Gujarat,Mahesana,2025-01,1503,357,151
Gujarat,Mahesana,2025-02,154,14,3
Gujarat,Mahesana,2025-03,70,15,0
Gujarat,Mahesana,2025-04,60,9,0
Gujarat,Mahesana,2025-05,41,5,0
Gujarat,Mahesana,2025-06,59,8,0
Gujarat,Mahesana,2025-07,39,3,0
Gujarat,Mahesana,2025-08,111,20,1
Gujarat,Mahesana,2025-09,154,19,1
Gujarat,Mahesana,2025-10,134,25,3
Gujarat,Mahesana,2025-11,151,22,11
Gujarat,Mahesana,2025-12,148,31,8
Gujarat,Mahisagar,2025-01,608,216,68
Gujarat,Mahisagar,2025-02,74,11,6
Gujarat,Mahisagar,2025-03,29,3,2
Gujarat,Mahisagar,2025-04,5,4,0
Gujarat,Mahisagar,2025-05,8,3,0
Gujarat,Mahisagar,2025-06,19,4,1
Gujarat,Mahisagar,2025-07,11,2,3
Gujarat,Mahisagar,2025-08,58,11,1
Gujarat,Mahisagar,2025-09,48,10,1
Gujarat,Mahisagar,2025-10,46,8,1
Gujarat,Mahisagar,2025-11,50,6,0
Gujarat,Mahisagar,2025-12,52,4,2
Gujarat,Morbi,2025-01,3815,1468,470
Gujarat,Morbi,2025-02,79,19,6
Gujarat,Morbi,2025-03,50,15,7
Gujarat,Morbi,2025-04,23,6,3
Gujarat,Morbi,2025-05,20,3,0
Gujarat,Morbi,2025-06,25,4,1
Gujarat,Morbi,2025-07,9,2,2
Gujarat,Morbi,2025-08,26,9,2
Gujarat,Morbi,2025-09,58,8,2
Gujarat,Morbi,2025-10,71,19,2
Gujarat,Morbi,2025-11,51,14,6
Gujarat,Morbi,2025-12,59,11,6
Gujarat,Narmada,2025-01,36,3,5
Gujarat,Narmada,2025-02,67,3,0
Gujarat,Narmada,2025-03,39,1,0
Gujarat,Narmada,2025-04,9,2,0
Gujarat,Narmada,2025-05,3,0,0
Gujarat,Narmada,2025-06,14,5,0
Gujarat,Narmada,2025-07,7,2,5
Gujarat,Narmada,2025-08,59,3,0
Gujarat,Narmada,2025-09,48,3,0
Gujarat,Narmada,2025-10,48,2,2
Gujarat,Narmada,2025-11,46,5,0
Gujarat,Narmada,2025-12,47,3,0
Gujarat,Navsari,2025-01,505,82,68
Gujarat,Navsari,2025-02,86,5,0
Gujarat,Navsari,2025-03,43,3,2
Gujarat,Navsari,2025-04,18,1,0
Gujarat,Navsari,2025-05,24,1,0
Gujarat,Navsari,2025-06,45,2,3
Gujarat,Navsari,2025-07,12,0,0
Gujarat,Navsari,2025-08,101,4,0
Gujarat,Navsari,2025-09,87,4,0
Gujarat,Navsari,2025-10,62,2,2
Gujarat,Navsari,2025-11,64,5,0
Gujarat,Navsari,2025-12,73,6,0
Gujarat,Panch Mahals,2025-01,790,434,100
Gujarat,Panch Mahals,2025-02,4,0,0
Gujarat,Panch Mahals,2025-03,2,1,0
Gujarat,Panch Mahals,2025-04,1,0,0
Gujarat,Panch Mahals,2025-05,1,0,0
Gujarat,Panch Mahals,2025-06,4,0,0
Gujarat,Panch Mahals,2025-07,0,1,0
Gujarat,Panch Mahals,2025-08,4,0,0
Gujarat,Panch Mahals,2025-09,1,0,0
Gujarat,Panch Mahals,2025-10,1,0,0
Gujarat,Panch Mahals,2025-12,3,0,0
Gujarat,Panchmahals,2025-01,965,250,245
Gujarat,Panchmahals,2025-02,154,33,2
Gujarat,Panchmahals,2025-03,108,23,2
Gujarat,Panchmahals,2025-04,17,8,1
Gujarat,Panchmahals,2025-05,35,7,0
Gujarat,Panchmahals,2025-06,50,12,2
Gujarat,Panchmahals,2025-07,40,11,9
Gujarat,Panchmahals,2025-08,158,48,8
Gujarat,Panchmahals,2025-09,140,44,3
Gujarat,Panchmahals,2025-10,138,33,7
Gujarat,Panchmahals,2025-11,153,38,2
Gujarat,Panchmahals,2025-12,168,30,7
Gujarat,Patan,2025-01,3056,1513,506
Gujarat,Patan,2025-02,135,41,8
Gujarat,Patan,2025-03,91,19,8
Gujarat,Patan,2025-04,59,20,3
Gujarat,Patan,2025-05,41,4,0
Gujarat,Patan,2025-06,93,14,2
Gujarat,Patan,2025-07,18,2,8
Gujarat,Patan,2025-08,50,7,5
Gujarat,Patan,2025-09,115,17,4
Gujarat,Patan,2025-10,101,33,5
Gujarat,Patan,2025-11,91,31,10
Gujarat,Patan,2025-12,158,34,10
Gujarat,Porbandar,2025-01,953,193,114
Gujarat,Porbandar,2025-02,55,4,3
Gujarat,Porbandar,2025-03,26,9,2
Gujarat,Porbandar,2025-04,21,4,3
Gujarat,Porbandar,2025-05,9,0,0
Gujarat,Porbandar,2025-06,14,5,1
Gujarat,Porbandar,2025-07,6,2,0
Gujarat,Porbandar,2025-08,28,2,11
Gujarat,Porbandar,2025-09,54,5,2
Gujarat,Porbandar,2025-10,20,7,1
Gujarat,Porbandar,2025-11,25,5,0
Gujarat,Porbandar,2025-12,44,10,1
Gujarat,Rajkot,2025-01,5601,2322,678
Gujarat,Rajkot,2025-02,294,46,2
Gujarat,Rajkot,2025-03,185,42,9
Gujarat,Rajkot,2025-04,114,33,1
Gujarat,Rajkot,2025-05,100,28,0
Gujarat,Rajkot,2025-06,88,17,6
Gujarat,Rajkot,2025-07,69,13,25
Gujarat,Rajkot,2025-08,189,54,5
Gujarat,Rajkot,2025-09,233,58,3
Gujarat,Rajkot,2025-10,218,47,6
Gujarat,Rajkot,2025-11,204,39,8
Gujarat,Rajkot,2025-12,237,59,5
Gujarat,Sabar Kantha,2025-01,954,1169,157
Gujarat,Sabar Kantha,2025-02,4,2,0
Gujarat,Sabar Kantha,2025-03,1,1,0
Gujarat,Sabar Kantha,2025-04,1,0,0
Gujarat,Sabar Kantha,2025-05,2,0,0
Gujarat,Sabar Kantha,2025-06,3,1,0
Gujarat,Sabar Kantha,2025-08,5,2,0
Gujarat,Sabar Kantha,2025-09,4,1,0
Gujarat,Sabar Kantha,2025-10,4,1,0
Gujarat,Sabar Kantha,2025-11,6,3,0
Gujarat,Sabar Kantha,2025-12,3,2,0
Gujarat,Sabarkantha,2025-01,553,277,141
Gujarat,Sabarkantha,2025-02,141,48,9
Gujarat,Sabarkantha,2025-03,79,41,18
Gujarat,Sabarkantha,2025-04,36,30,8
Gujarat,Sabarkantha,2025-05,32,9,0
Gujarat,Sabarkantha,2025-06,27,8,2
Gujarat,Sabarkantha,2025-07,27,5,8
Gujarat,Sabarkantha,2025-08,83,33,10
Gujarat,Sabarkantha,2025-09,110,35,4
Gujarat,Sabarkantha,2025-10,118,53,7
Gujarat,Sabarkantha,2025-11,90,35,7
Gujarat,Sabarkantha,2025-12,112,39,1
Gujarat,Surat,2025-01,7263,3182,414
Gujarat,Surat,2025-02,493,143,7
Gujarat,Surat,2025-03,317,85,7
Gujarat,Surat,2025-04,173,75,8
Gujarat,Surat,2025-05,213,66,3
Gujarat,Surat,2025-06,138,47,6
Gujarat,Surat,2025-07,130,37,11
Gujarat,Surat,2025-08,345,115,7
Gujarat,Surat,2025-09,413,113,1
Gujarat,Surat,2025-10,482,143,13
Gujarat,Surat,2025-11,350,124,11
Gujarat,Surat,2025-12,395,130,6
Gujarat,Surendra Nagar,2025-01,773,366,119
Gujarat,Surendra Nagar,2025-02,179,46,5
Gujarat,Surendra Nagar,2025-03,96,54,2
Gujarat,Surendra Nagar,2025-04,56,26,4
Gujarat,Surendra Nagar,2025-05,45,9,0
Gujarat,Surendra Nagar,2025-06,99,33,1
Gujarat,Surendra Nagar,2025-07,44,6,4
Gujarat,Surendra Nagar,2025-08,94,23,7
Gujarat,Surendra Nagar,2025-09,156,38,2
Gujarat,Surendra Nagar,2025-10,154,50,1
Gujarat,Surendra Nagar,2025-11,131,65,12
Gujarat,Surendra Nagar,2025-12,170,49,4
Gujarat,Surendranagar,2025-01,660,574,78
Gujarat,Surendranagar,2025-02,8,3,0
Gujarat,Surendranagar,2025-03,2,0,0
Gujarat,Surendranagar,2025-04,2,0,0
Gujarat,Surendranagar,2025-06,6,0,0
Gujarat,Surendranagar,2025-08,3,0,0
Gujarat,Surendranagar,2025-09,5,0,0
Gujarat,Surendranagar,2025-10,8,1,0
Gujarat,Surendranagar,2025-11,3,0,0
Gujarat,Surendranagar,2025-12,2,0,0
Gujarat,Tapi,2025-01,104,16,14
Gujarat,Tapi,2025-02,93,5,0
Gujarat,Tapi,2025-03,41,9,4
Gujarat,Tapi,2025-04,24,4,1
Gujarat,Tapi,2025-05,18,0,0
Gujarat,Tapi,2025-06,11,0,3
Gujarat,Tapi,2025-07,12,1,36
Gujarat,Tapi,2025-08,66,3,2
Gujarat,Tapi,2025-09,92,12,1
Gujarat,Tapi,2025-10,87,9,23
Gujarat,Tapi,2025-11,95,9,22
Gujarat,Tapi,2025-12,81,9,0
Gujarat,The Dangs,2025-01,282,72,60
Gujarat,The Dangs,2025-02,42,13,1
Gujarat,The Dangs,2025-03,26,4,0
Gujarat,The Dangs,2025-04,17,2,2
Gujarat,The Dangs,2025-05,7,1,0
Gujarat,The Dangs,2025-06,13,1,0
Gujarat,The Dangs,2025-07,3,0,0
Gujarat,The Dangs,2025-08,27,6,0
Gujarat,The Dangs,2025-09,48,7,0
Gujarat,The Dangs,2025-10,38,1,0
Gujarat,The Dangs,2025-11,30,8,0
Gujarat,The Dangs,2025-12,26,10,0
Gujarat,Vadodara,2025-01,1900,694,304
Gujarat,Vadodara,2025-02,255,58,25
Gujarat,Vadodara,2025-03,172,55,9
Gujarat,Vadodara,2025-04,81,28,6
Gujarat,Vadodara,2025-05,94,28,0
Gujarat,Vadodara,2025-06,105,24,4
Gujarat,Vadodara,2025-07,67,17,6
Gujarat,Vadodara,2025-08,213,68,1
Gujarat,Vadodara,2025-09,251,72,3
Gujarat,Vadodara,2025-10,263,65,5
Gujarat,Vadodara,2025-11,216,61,21
Gujarat,Vadodara,2025-12,220,72,5
Gujarat,Valsad,2025-01,1522,570,154
Gujarat,Valsad,2025-02,192,41,0
Gujarat,Valsad,2025-03,93,25,0
Gujarat,Valsad,2025-04,18,19,1
Gujarat,Valsad,2025-05,38,16,0
Gujarat,Valsad,2025-06,43,19,3
Gujarat,Valsad,2025-07,31,7,3
Gujarat,Valsad,2025-08,122,24,3
Gujarat,Valsad,2025-09,189,48,2
Gujarat,Valsad,2025-10,137,26,5
Gujarat,Valsad,2025-11,161,44,7
Gujarat,Valsad,2025-12,165,43,4
Haryana,Ambala,2025-01,270,30,13
Haryana,Ambala,2025-02,85,6,0
Haryana,Ambala,2025-03,33,2,0
Haryana,Ambala,2025-04,13,0,0
Haryana,Ambala,2025-05,68,5,1
Haryana,Ambala,2025-06,49,3,0
Haryana,Ambala,2025-07,31,4,0
Haryana,Ambala,2025-08,94,1,0
Haryana,Ambala,2025-09,97,1,0
Haryana,Ambala,2025-10,91,2,0
Haryana,Ambala,2025-11,78,2,0
Haryana,Ambala,2025-12,74,2,0
Haryana,Bhiwani,2025-01,63,4,0
Haryana,Bhiwani,2025-02,89,2,0
Haryana,Bhiwani,2025-03,76,5,0
Haryana,Bhiwani,2025-04,38,1,0
Haryana,Bhiwani,2025-05,106,5,1
Haryana,Bhiwani,2025-06,66,3,0
Haryana,Bhiwani,2025-07,40,5,1
Haryana,Bhiwani,2025-08,132,1,0
Haryana,Bhiwani,2025-09,83,6,0
Haryana,Bhiwani,2025-10,94,4,0
Haryana,Bhiwani,2025-11,91,3,0
Haryana,Bhiwani,2025-12,64,6,0
Haryana,Charkhi Dadri,2025-01,16,0,0
Haryana,Charkhi Dadri,2025-02,18,1,0
Haryana,Charkhi Dadri,2025-03,22,0,0
Haryana,Charkhi Dadri,2025-04,5,0,0
Haryana,Charkhi Dadri,2025-05,42,2,0
Haryana,Charkhi Dadri,2025-06,16,0,0
Haryana,Charkhi Dadri,2025-07,10,0,0
Haryana,Charkhi Dadri,2025-08,42,0,0
Haryana,Charkhi Dadri,2025-09,38,0,0
Haryana,Charkhi Dadri,2025-10,33,1,0
Haryana,Charkhi Dadri,2025-11,22,0,0
Haryana,Charkhi Dadri,2025-12,20,0,0
Haryana,Faridabad,2025-01,7123,1846,197
Haryana,Faridabad,2025-02,282,55,3
Haryana,Faridabad,2025-03,120,24,3
Haryana,Faridabad,2025-04,85,37,1
Haryana,Faridabad,2025-05,201,59,3
Haryana,Faridabad,2025-06,163,38,6
Haryana,Faridabad,2025-07,114,20,1
Haryana,Faridabad,2025-08,153,42,6
Haryana,Faridabad,2025-09,261,126,13
Haryana,Faridabad,2025-10,214,45,1
Haryana,Faridabad,2025-11,138,35,21
Haryana,Faridabad,2025-12,134,43,18
Haryana,Fatehabad,2025-01,33,4,0
Haryana,Fatehabad,2025-02,97,4,0
Haryana,Fatehabad,2025-03,39,3,1
Haryana,Fatehabad,2025-04,13,0,0
Haryana,Fatehabad,2025-05,40,3,0
Haryana,Fatehabad,2025-06,48,2,2
Haryana,Fatehabad,2025-07,38,0,0
Haryana,Fatehabad,2025-08,66,1,2
Haryana,Fatehabad,2025-09,66,2,0
Haryana,Fatehabad,2025-10,85,7,1
Haryana,Fatehabad,2025-11,47,4,0
Haryana,Fatehabad,2025-12,58,4,0
Haryana,Gurgaon,2025-01,1112,352,53
Haryana,Gurgaon,2025-02,183,34,2
Haryana,Gurgaon,2025-03,84,20,3
Haryana,Gurgaon,2025-04,49,10,0
Haryana,Gurgaon,2025-05,130,21,3
Haryana,Gurgaon,2025-06,142,28,1
Haryana,Gurgaon,2025-07,75,19,0
Haryana,Gurgaon,2025-08,160,25,4
Haryana,Gurgaon,2025-09,144,39,2
Haryana,Gurgaon,2025-10,190,40,5
Haryana,Gurgaon,2025-11,83,21,3
Haryana,Gurgaon,2025-12,105,26,5
Haryana,Gurugram,2025-01,1786,606,194
Haryana,Gurugram,2025-09,18,19,13
Haryana,Hisar,2025-01,441,53,10
Haryana,Hisar,2025-02,143,5,0
Haryana,Hisar,2025-03,97,8,0
Haryana,Hisar,2025-04,45,2,0
Haryana,Hisar,2025-05,119,7,0
Haryana,Hisar,2025-06,73,8,0
Haryana,Hisar,2025-07,43,6,0
Haryana,Hisar,2025-08,152,10,0
Haryana,Hisar,2025-09,137,7,0
Haryana,Hisar,2025-10,145,17,1
Haryana,Hisar,2025-11,138,7,0
Haryana,Hisar,2025-12,110,6,1
